12	194532
11	193262
13	192736
10	188604
17	184285
14	183671
16	182120
15	180818
9	175745
8	159425
7	126679
18	123679
6	80978
19	72794
20	39429
5	35990
21	21729
22	11603
23	6589
4	6380
24	3433
25	2013
2	1941
26	1157
3	827
27	758
28	503
29	337
1	234
30	214
31	159
32	128
33	90
34	66
35	40
38	32
36	30
37	25
40	16
39	10
44	9
42	9
43	9
46	5
47	5
51	5
41	5
50	4
55	4
45	3
49	3
48	2
52	2
53	2
56	2
54	1
